show_name,show_id,season,episode_num,episode_name,original_air_date,synopsis
Perfect Strangers,3,7,14,Missing,1992-01-17,"Balki loses his ability to draw his daily comic strip when his inspiration, the stuffed carcass of his favorite sheep, Dimitri, is stolen."
Perfect Strangers,3,7,15,"Going Once, Going Twice",1992-02-01,Larry mistakenly bids on an expensive bottle of wine at an auction.
Perfect Strangers,3,7,16,"Yes Sir, That's My Baby",1992-02-08,"Jennifer's possible pregnancy prompts Larry to dream about the past and future."
Perfect Strangers,3,7,17,Wayne Man,1992-02-29,"On a trip to Las Vegas, Balki desperately wants to see Wayne Newton, and Larry lies to get tickets to the sold-out show."
Perfect Strangers,3,7,18,The Elevator,1992-03-14,Larry and Balki have to move Wainwright's new couch into his office via the elevator.
Perfect Strangers,3,7,19,The Play's the Thing,1992-03-21,"When a theater group wants to perform his play, Larry alienates the entire cast and crew, until he, Balki, Jennifer and Mary Anne must do the show themselves."
Perfect Strangers,3,7,20,Stress Test,1992-03-28,Larry and Balki are selected as subjects in a study on psychological stress.
Perfect Strangers,3,7,21,Or Get Off the Pot ,1992-04-04,A misunderstanding causes Mary Anne to threaten to leave Balki and Balki to think Jennifer is in love with him.
Perfect Strangers,3,7,22,Chicago Suite ,1992-04-11,Balki and Larry bring home two women from a singles bar while the girls are away.
Perfect Strangers,3,7,23,It Had to Be You ,1992-04-18,"Balki and Mary Anne fall for look-alikes. First of a two-part episode."
Perfect Strangers,3,7,24,Get Me to the Dump on Time (2),1992-04-18,"Balki announces he is getting married the next day, but Larry has lost the Myposian marriage necklace. Second of a two-part episode."
Perfect Strangers,3,8,1,The Baby Shower,1993-07-09,"Balki and Mary Anne bring an herb from Mypos to help Jennifer's pregnancy. When she doesn't want to try it, Larry and Balki eat it and become addicted."
Perfect Strangers,3,8,2,After Hours,1993-07-16,Larry and Balki get locked in a department store with a vicious attack dog.
Perfect Strangers,3,8,3,Lethal Weapon,1993-07-23,Balki is certain an ancient Myposian curse has befallen him and anything he touches will die.
Perfect Strangers,3,8,4,Baby Quiz,1993-07-30,"Balki and Larry compete against each other on a quiz show. When Balki learns that Larry is cheating, he succeeds in getting him removed from the competition."
Perfect Strangers,3,8,5,"Up, Up and Away (1)",1993-08-06,"After a balloon flight provokes Mary Anne's labor, Jennifer decides to take a ride to get her labor started."
Perfect Strangers,3,8,6,"Up, Up and Away (2)",1993-08-06,"While Larry, Balki and Jennifer helplessly fly in a runaway balloon, Jennifer gives birth to her baby."
Just the Ten of Us,4,1,1,Move It or Lose It,1988-04-26,Coach Graham Lubbock uproots his brood from New York to California for a new teaching job; only to find that it's an all-boys school which doesn't sit well with the facts he has four teenage daughters.
Just the Ten of Us,4,1,2,First Day At School,1988-04-28,"It's the first day of school for Coach Lubbock and his children. While the girls are adjusting to their new surroundings, Graham J.R. conjures up a lie that the family is on the lam."
Just the Ten of Us,4,1,3,The Birthday Gift,1988-04-28,Coach gets a big surprise on his birthday when he receives a gift of hundreds of dollars from an anonymous source.
Just the Ten of Us,4,1,4,Close Encounters,1988-05-05,Coach and Elizabeth go on a camping with the school's faculty leaving eldest daughter in charge of watching the rest of the family.
Just the Ten of Us,4,2,1,Strangers In The Night,1988-10-26,Coach Lubbock fumes over a note passed in his classroom that may shed light on a late-night rendezvous one of his daughters had with a boy.
Just the Ten of Us,4,2,2,She Works Hard For The Money,1988-11-03,"To help out with the family, Marie, Cindy, Wendy, and Connie go out and find part-time jobs. But only two daughters succeed."
Just the Ten of Us,4,2,3,Voice of God,1988-11-10,Nobody believes in Elizabeth's conversation with God until a tree crashes through her bedroom window--where Graham would have been had she not forced him and the kids to have early-morning prayers outside with her.
Just the Ten of Us,4,2,4,The Dinner Test,1988-11-17,"Before the girls can go on date, they have to bring them to the house for what is known as the dinner test. Wherein the Coach tries to make sure that their date is OK. And so far no one passes. And when one of them has a date with guy who is sure to fail, they find a guy who seems like the kind of guy who could pass the test. So they introduce him as the date and bring him for the test."
Just the Ten of Us,4,2,5,Coach's Court,1988-11-24,When the fence railing was broken and placed back together poorly Coach decides to have what is known as 'Coach's Court' to find out. He learns that it began when one of his boxers made obscene remarks toward Marie and J.R. got in his face telling him to knock it off. That's when the girls go see him and when he does it again Marie slugs him.
Just the Ten of Us,4,2,6,The Merry Mix-Up,1988-12-01,"Wendy steals Elizabeth's ID, and Cindy steals Marie's, to sneak into an exclusive dance club. Meanwhile, Marie tutors--and falls for--the nephew of Father Hargis whom Coach has never met. Then Cindy's club date shows asking for 'Marie.'"
Just the Ten of Us,4,2,7,The Unkindest Cut of All,1988-12-08,"Graham tries to keep it a secret that he's going into the hospital for hemorrhoid surgery. But when the girls get wind of his hospital stay, they assume he's dying-and they spread the news of his failing health to everyone at St. Augie's."
Just the Ten of Us,4,2,8,A Christmas Story,1988-12-15,"Graham's plans to buy Elizabeth an organ change when the transmission goes out on the family station wagon. Frustrated, he decides to sell the car, unaware that the girls have raised the money on their own to fix the transmission."
Just the Ten of Us,4,2,9,Personal Best,1989-01-05,"JR tries out for the St. Augustine track team, only to be beaten by Wendy."
Just the Ten of Us,4,2,10,Song of Constance,1989-01-12,"Connie gets the opportunity to write for the school's literary journal, then gets writer's block. When she gets published, Father Hargis has it recalled because he thinks it's 'pornography'."
Just the Ten of Us,4,2,11,Head of the Class,1989-01-19,"Graham tells Wendy she's a genius, then Sherry finds out that's not the first time a Lubbock was told that lie."
Just the Ten of Us,4,2,12,Dream Girls,1989-02-02,"Wendy, Cindy, Connie, and Marie start singing as The Lubbock Babes, but try not to tell Graham."
Just the Ten of Us,4,2,13,A Day in the Life,1989-02-09,"Wendy gets suspended from school, but her time off is no vacation."
Just the Ten of Us,4,2,14,Zorro en el Gallinero,1989-02-16,"Father Hargis brings a young man from Spain to the Lubbocks, whom he hopes will join the school. He hopes seeing the Lubbock girls will entice him. They all think he doesn't speak English but he can but continues to let them think so. And all four girls make a move on him by getting someone who speaks Spanish to tell him they like him."
Just the Ten of Us,4,2,15,Car in the Pool,1989-02-23,"The girls accidentally push Father Hargis's car into the school pool, then decide whether to confess or cover it up."
Just the Ten of Us,4,2,16,The Critic,1989-03-09,"Graham directs a school play, but reviewer Connie thinks the play is as dead as its salesman."
Just the Ten of Us,4,2,17,"The Good, the Bad and the Ugly",1989-03-16,"Marie goes to the dance without a date, and meets a boy named Russell. Her sisters urge her to cut off him, deeming him a 'dog,'"
Just the Ten of Us,4,2,18,Radio Days,1989-03-30,"Cindy decides to try for the open spot on the campus radio station. Nobody thinks she can get it, and Graham intends to use his influence, but he 'just misses' Father Budd. Cindy gets the job on her own merit, then hears that her father was supposed to 'get her the job.' Can she prove herself to the St. Augie's audience—and to herself?"
Just the Ten of Us,4,2,19,Puberty Blues,1989-04-13,"After failing to scare his sisters with his monster makeup, J.R. inadvertently impresses a Girl Scout, who accidentally breaks all of her cookies. J.R. is smitten, so he decides to ask the girl out—with advice from his own sisters."
Just the Ten of Us,4,2,20,Rock-n-roll Fantasy,1989-04-27,"As the Lubbock sisters take to the stage to sing once more in the local pizzeria, they each daydream about where their singing might one day take them."
Just the Ten of Us,4,3,1,Betrayal,1989-09-22,"Wendy and Cindy go out on a double-date. But Cindy's date, Cort, is more interested in Wendy. Cort breaks a date to go to an Oingo Boingo concert with Cindy, and takes Wendy instead. Marie realizes what's going on, so she coaxes Cindy into giving Wendy a taste of her own medicine—by going out with Wendy's boyfriend, Blitz."
Just the Ten of Us,4,3,2,Quarterback Sneak,1989-09-29,"Just days before a big football game, Wendy begins dating the star quarterback (played by Matt LeBlanc) – which makes him 'lose his mind'."
Just the Ten of Us,4,3,3,Who Cut the Cheese?,1989-10-06,"When the family is offered free food from the government, Graham doesn't want to accept charity. So, unbeknownst to everyone but Connie, Graham takes a job working at Burger Barn--under supervisor Gavin Doosler."
Just the Ten of Us,4,3,4,Risky Business,1989-10-13,"Scuffling in the closet under the staircase, J.R. and Sherry break Elizabeth's best china. To replace it, they raises the prices of the candy they're supposed to be selling for school."
Just the Ten of Us,4,3,5,A Couple of Swells,1989-11-03,"Elizabeth takes on the task of the St. Augie's choir. She forces her girls to audition, but Cindy, Wendy and Connie do their best to sabotage their chances of making the choir."
Just the Ten of Us,4,3,6,Simple Gifts,1989-10-20,Graham and Cindy decide to go on a diet together—and Elizabeth makes sure they both stick to it.
Just the Ten of Us,4,3,7,That Championship Season,1989-11-10,"Murphy, the quarterback for the championship game, fails a history test because he won't do the work. Others in the school encourage the coach to ignore the situation. In the end, Coach has to decide which is more important: winning, or his self-respect."
Just the Ten of Us,4,3,8,Dangerous Liaison,1989-11-17,"After a show, a tall-dark-and-handsome stranger buys Wendy a beer, and the two go for a joyride—which ends with the guy robbing a convenience store. The surveillance tape shows that Wendy didn't have anything to do with the actual robbery, but she doesn't understand why her actions were wrong. So Graham and Elizabeth spend the entire night trying to get through to Wendy that she made bad decisions that had an effect on the outcome of the evening. All the while, Wendy contends that she's innocent."
Just the Ten of Us,4,3,9,St. Augie's Blues (1),1989-11-24,"The teachers of St. Augie's want a raise. Father Hargis fights, but in the end, agrees. In order to do so, he has to raise tuition. When Connie writes the story for the newspaper, the parents reaction leads to disastrous consequences."
Just the Ten of Us,4,3,10,St. Augie's Blues (2),1989-12-01,"Connie tries to make up for the havoc she has caused, but only makes things worse for her dad. Father Hargis tries to broker a truce between parents and teachers, but it takes an apology from Connie to fix the situation."
Just the Ten of Us,4,3,11,Skateboard,1989-12-08,"J.R. works together with Graham to make his own skateboard, but his friends make him feel embarrassed about it."
Just the Ten of Us,4,3,12,Highway to Heaven,1989-12-15,"Marie and Elizabeth travel to a convent for a two-week trial, but on the way, Elizabeth begins to suspect that Marie is only doing it to please her."
